year,title,issn,id,doi,url_publicacion,conc_ciencia,titulo,abstract,tipo_fuente,autores,sjr_materia,fuente,,,,,,,,,Total articulos 2000-2024: 754
2021,"Aportaciones al Conocimiento del Mesolítico Antiguo en la Vertiente Mediterránea de la Península Ibérica: La Balma del Barranc de la Fontanella (Vilafranca, Castelló)",0082-5638,958639,10.3989/tp.2021.12280,,,"Aportaciones al conocimiento del Mesolítico Antiguo en la vertiente mediterránea de la península ibérica: la Balma del Barranc de La Fontanella (Vilafranca, Castelló)","En este artículo damos a conocer por primera vez las ocupaciones humanas del Mesolítico Antiguo del abrigo del Barranc de La Fontanella (Vilafranca, Castelló). La presencia humana en el valle del Ebro y Catalunya parece bien constatada en este periodo por un buen número de yacimientos. Sin embargo, la actual provincia de Castelló, que es la continuidad natural de este territorio por el sureste, carecía hasta ahora de evidencias claras de una ocupación en estos momentos. El análisis de la industria lítica de La Fontanella, dominada por un complejo de muescas y denticulados, y las dataciones radiocarbónicas obtenidas sobre restos faunísticos nos permiten confirmar, con datos fiables, que los grupos humanos también ocuparon este territorio y que, además, lo hicieron en los momentos iniciales del desarrollo del Mesolítico Antiguo a inicios de la segunda mitad del XI milenio cal BP. Los datos obtenidos en La Fontanella se contextualizan con los del resto de yacimientos conocidos con el fin de ofrecer una síntesis actualizada del periodo a escala de la península ibérica.",['Revista'],1|Dídac Roman Monroig; 2|Inés Domingo Sanz,,Trabajos de Prehistoria,,,,,,,,,
2021,"Assessing the Chronostratigraphy of El Mirón Cave, Cantabrian Spain",0033-8222,960487,10.1017/rdc.2020.121,,,"ASSESSING THE CHRONOSTRATIGRAPHY OF EL MIRÓN CAVE, CANTABRIAN SPAIN","ABSTRACT El Mirón is an important archaeological cave site in Cantabria (Spain) with a stratigraphy covering the late Middle Paleolithic to the Modern Period. The Magdalenian levels are especially rich in artifacts, faunal remains, and features, and included the burial of an adult female (“the Red Lady”), as well as other scattered human remains, while the Neolithic levels contained the oldest combined evidence of ceramics, domesticated grain and livestock in the region. However, in the absence of diagnostic artifacts in many levels that would always provide a traditional cultural chronology, radiocarbon dating has been essential in understanding the temporal framework for human activity at the site. Over the duration of more than two decades, the El Mirón Project has therefore obtained 93 radiocarbon dates, which cover the entire stratigraphic record as found in several different excavation areas. In light of the considerable methodological advances that radiocarbon dating has seen since 1996 we aim to evaluate the reliability of the published 14 C record for El Mirón Cave, and to improve the accuracy of the radiocarbon based chronostratigraphy through Bayesian modeling. The results shed light on which dates may be used for future research and where dating discrepancies reflect taphonomic processes, thereby advancing intra-site and regional archaeological comparisons.",['Revista'],1|Rachel J A Hopkins; 2|Lawrence Guy Straus; 3|Manuel R González Morales,,Radiocarbon,,,,,,,,,
2021,Caprine Mobility on the Balearic Islands During the Middle and Late Bronze Age,,958686,https://doi.org/10.1080/14614103.2021.1921675,,,,,,,,,,,,,,,,,
2021,"Casas de Don Pedro (Belmez, Córdoba): Menhires y Cronología",0210-3729,958646,10.7203/sagvntvm.53.20969,,,"Casas de Don Pedro (Belmez, Córdoba): Menhires y cronología",Ofrecemos los resultados de una datación sobre una muestra de carbón procedente de un hogar asociado a dos menhires que forman parte de la cabecera del Dolmen de las Casas de Don Pedro. La fecha obtenida permite defender que los menhires debieron erigirse a comienzos del IV milenio y que el simbolismo que encarnan estaba en un punto álgido.,['Revista'],1|Beatriz Gavilán Ceballos; 2|Martí Mas Cornellà,,Sagvntvm-Papeles del Laboratorio de Arqueologia de Valencia,,,,,,,,,
2021,"Child Burials in Domestic Contexts at an Iron Age Hillfort: The Oppidum of Monte Bernorio (Villarén, Palencia)",1132-2217,958652,10.21630/maa.2021.72.10,,,"Child burials in domestic contexts at an Iron Age hillfort: The Oppidum of Monte Bernorio (Villarén, Palencia)","The practice of child burials underneath house floors in the Late Prehistory has been considered a characteristic trait of the Iberian religion. However, this custom has also been documented in different archaeological sites both in the Mediterranean and Central Europe as well as Celtic areas of the Iberian Peninsula, so we can explain this funerary practice by an Indo-European origin. We report the archeotanatological and osteoarcheological study of 10 subadults found in the Iron Age site of Monte Bernorio oppidum, the first archeological site in the western and central Cantabrian region with this funerary rite documented. It is the confirmation of both, the survival of an ancient funerary ritual, widely extended in all Europe, and its presence in the north of the Iberian Peninsula. We also review all the archeological sites in the Iberian Peninsula with similar archeological contexts and analyse the rite from the bioarcheology of the care.",['Revista'],1|Silvia Carnicero-Cáceres; 2|Jesús F. Torres-Martínez,,Munibe Antropologia-Arkeologia,,,,,,,,,
2021,"El Poblado de la Edad del Cobre de Valencina de la Concepción (Sevilla): Nuevos Datos sobre sus Recintos y Espacios Domésticos, Campaña de 2018",2174-8063,958666,10.30827/cpag.v31i0.18024,,,El poblado de la Edad del Cobre de Valencina de la Concepción (Sevilla): nuevos datos sobre sus recintos y espacios domésticos. Campaña de 2018,"La segunda campaña de excavación durante 2018 en el sector norte del yacimiento de Valencina de la Concepción ha documentado cuatro cabañas calcolíticas de planta oval, semi-excavadas en el subsuelo, que debían tener paredes de adobes, de las cuales, la de mayores dimensiones, UC 447/448, tiene 6 m de longitud por 3 m de ancho. Por otra parte, se sondeó el foso más grande identificado, el n.º 10, que presenta sección en V, 11 m de ancho en el corte 4 y 8,50 m de profundidad máxima según las perforaciones realizadas. La ocupación principal del sector corresponde al Calcolítico Medio, aunque hay estructuras asignables al Calcolítico Inicial y ocupación más puntual de inicios del Campaniforme, Bronce Antiguo-Medio y transición del Bronce Final al Hierro Inicial. Por otra parte, las prospecciones geomagnéticas de 2018 han abarcado 14 ha y permitido identificar un quinto posible recinto con dos fosos paralelos, los cuales al menos están rodeando el norte, noroeste y oeste del yacimiento.",['Revista'],1|Alfredo Mederos Martin; 2|Thomas X. Schuhmacher; 3|Frank Falkenstein; 4|Nils Ostermeier; 5|Charles Bashore; 6|Juan Manuel Vargas; 7|Marlene Ruppert,,Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada,,,,,,,,,
2021,"El Revestimiento Pintado del Departamento XX de Cabezo Redondo (Villena, Alicante): Caracterización de un Elemento Constructivo Singular",1132-2217,958658,10.21630/maa.2021.72.02,,,"El revestimiento pintado del Departamento XX de Cabezo Redondo (Villena, Alicante). Caracterización de un elemento constructivo singular","La arquitectura es una de las primeras expresiones de la cultura humana. Su desarrollo ha sido una constante a lo largo de los siglos, especialmente a partir de la aparición de los procesos de sedentarización, momento en el cual se aprecia la combinación de diferentes materiales destinados a mejorar la durabilidad y el aislamiento de las construcciones. El desarrollo de revestimientos de las paredes permitió la aparición de superficies lisas sobre las cuales plasmar los códigos ideológicos de las comunidades humanas o, simplemente, desarrollar sus valores estéticos. En este trabajo se presenta el primer fragmento documentado de revestimiento con restos de pintura procedente del yacimiento de la Edad de Bronce de Cabezo Redondo (Villena, Alicante), sobre el cual se han desarrollado un amplio conjunto de analíticas no destructivas con el objetivo de determinar no solo sus características físicas y de composición, sino también la intencionalidad ornamental de la pintura",['Revista'],1|Alberto Dorado Alejos; 2|María Pastor Quiles; 3|Gabriel García Atiénzar; 4|Virginia Barciela González; 5|Mauro S. Hernández Pérez,,Munibe Antropologia-Arkeologia,,,,,,,,,
2021,"Emblems and Spaces of Power during the Argaric Bronze Age at La Almoloya, Murcia",,958420,10.15184/aqy.2021.8,,,"Emblems and spaces of power during the Argaric Bronze Age at La Almoloya, Murcia","The recent discovery of an exceptionally rich grave at La Almoloya in south-eastern Spain illuminates the political context of Early Bronze Age El Argar society. The quantity, variety and opulence of the grave goods emphasise the technological, economic and social dimensions of this unique culture. The assemblage includes politically and ideologically emblematic objects, among which a silver diadem stands out. Of equally exceptional character is the building under which the grave was found—possibly one of the first Bronze Age palaces identified in Western Europe. The architecture and artefacts from La Almoloya provide new insight into emblematic individuals and the exercise of power in societies of marked economic asymmetry.",['Revista'],10|Carlos Velasco-Felipe; 11|Lourdes Andúgar; 12|Wolfgang Haak; 13|Vanessa Villalba-Mouco; 14|Rafael Micó; 1|Vicente Lull; 2|Cristina Rihuete-Herrada; 3|Roberto Risch; 4|Bárbara Bonora; 5|Eva Celdrán-Beltrán; 6|Maria Inés Fregeiro; 7|Claudia Molero; 8|Adrià Moreno; 9|Camila Oliart,,Antiquity,,,,,,,,,
2021,Insight into the Introduction of Domestic Cattle and the Process of Neolithization to the Spanish Region Galicia by Genetic Evidence,,958560,10.1371/journal.pone.0249537,,,Insight into the introduction of domestic cattle and the process of Neolithization to the Spanish region Galicia by genetic evidence,"Domestic cattle were brought to Spain by early settlers and agricultural societies. Due to missing Neolithic sites in the Spanish region of Galicia, very little is known about this process in this region. We sampled 18 cattle subfossils from different ages and different mountain caves in Galicia, of which 11 were subject to sequencing of the mitochondrial genome and phylogenetic analysis, to provide insight into the introduction of cattle to this region. We detected high similarity between samples from different time periods and were able to compare the time frame of the first domesticated cattle in Galicia to data from the connecting region of Cantabria to show a plausible connection between the Neolithization of these two regions. Our data shows a close relationship of the early domesticated cattle of Galicia and modern cow breeds and gives a general insight into cattle phylogeny. We conclude that settlers migrated to this region of Spain from Europe and introduced common European breeds to Galicia.",['Revista'],1|Marie Gurke; 2|Amalia Vidal-Gorosquieta; 3|Johanna L. A. Pajimans; 4|Karolina W?cek; 5|Axel Barlow; 6|Gloria González-Fortes; 7|Stefanie Hartmann; 8|Aurora Grandal-d’Anglade; 9|Michael Hofreiter,,Plos One,,,,,,,,,
2021,"La Panoplia de Finales de la II Edad del Hierro de la Sima de La Cerrosa-Lagaña (Suarías, Peñamellera Baja, Asturias): ¿un Conjunto Asociado a las Guerras Cántabras?",1131-6993,377090,10.5209/cmpl.76452,,,"The Late II Iron Age panoply of La Cerrosa-Lagaña cave (Suarías, Peñamellera Baja, Asturias). A weapons set of the Cantabrian Wars?","In 2020, the archaeological intervention campaign carried out in the La Cerrosa-Lagaña cave (Suarías, Peñamellera Baja, Asturias) uncovered the existence of a panoply whose study places it, chronologically, between the Second Iron Age and the beginning of Romanisation. The unpublished study of the pieces that comprise it includes their description and interpretation thanks to the comparison with similar objects found in sites of the same chronocultural and territorial context, especially in caves. This analysis also includes their relationship with an archaeological context characterised by the presence of fauna and human remains, including those from earlier chronologies.",['Revista'],"3|Peraza, Alfonso Fanjul; 1|de Luis Mariño, Susana; 2|Gancedo, Mariano Luis Serna",1202|History; 1204|Archeology (arts and Humanities); 3302|Archeology,Complutum,,,,,,,,,
2021,Multidisciplinary Investigation Reveals the Earliest Textiles and Cinnabar-Coloured Cloth in Iberian Peninsula,,958616,10.1038/s41598-021-01349-5,,,Multidisciplinary investigation reveals the earliest textiles and cinnabar-coloured cloth in Iberian Peninsula,"Abstract Textile production is among the most fundamental and more complex technologies in human prehistory, but is under-investigated due to the perishable nature of fibrous materials. Here we report a discovery of five textile fragments from a prehistoric (fourth-third millennium cal BC) burial deposit located in a small cave at Peñacalera in Sierra Morena hills, near Córdoba, Southern Spain. These textiles accompanied a set of human remains as grave goods, together with other organic elements such as fragments of wood and cork, and some pottery vessels. They were characterized and dated using digital microscopy, Scanning Electron Microscopy, Energy Dispersive Spectroscopy and Accelerator Mass Spectrometry. Two of the fragments described here are the oldest examples of loom-woven textiles in the Iberian Peninsula, dating from the second half of the fourth millennium cal BC. This correlates chronologically with the first appearance of loom weights in the archaeological record of this region. The more recently dated textile is the earliest preserved cloth intentionally coloured with cinnabar in the western Mediterranean. The Peñacalera finds are a key reference for understanding the development of textile technologies during the Neolithic and Copper Age in western Europe and beyond.",['Revista'],1|Margarita Gleba; 2|M. Dolores Bretones-García; 3|Corrado Cimarelli; 4|Juan Carlos Vera-Rodríguez; 5|Rafael M. Martínez-Sánchez,,Scientific Reports,,,,,,,,,
